VEHTYPE,ACCNUM
"Automobile, Station Wagon",1101613
"Automobile, Station Wagon",1105956
Motorcycle,1105956
"Automobile, Station Wagon",1106122
Other,1106122
"Automobile, Station Wagon",1106309
Bicycle,1106309
Other,1102324
Other,1102324
Other,1102324
"Automobile, Station Wagon",1102324
Other,1102324
Other,1102324
Other,1102324
Other,1102324
Other,1106355
Truck - Open,1106355
"Automobile, Station Wagon",1106355
Other,1106355
Other,1106578
"Automobile, Station Wagon",1106578
Other,1106578
Other,1106578
"Automobile, Station Wagon",1106578
Other,1106823
"Automobile, Station Wagon",1106823
Other,1106823
"Automobile, Station Wagon",1107097
Other,1107097
"Automobile, Station Wagon",1107097
Other,1107097
Passenger Van,1103248
Bicycle,1103248
Other,1107567
"Automobile, Station Wagon",1107567
Other,1107567
"Automobile, Station Wagon",1107143
Other,1107143
Other,1109447
Truck - Open,1109447
Other,1109447
Other,1103903
"Automobile, Station Wagon",1103903
Other,1107709
"Automobile, Station Wagon",1107709
Other,1107709
"Automobile, Station Wagon",1106370
Other,1106370
Other,1108048
"Automobile, Station Wagon",1108048
"Automobile, Station Wagon",1111047
Other,1111047
Other,1104513
"Automobile, Station Wagon",1104513
Other,1104513
"Automobile, Station Wagon",1104513
Other,1108349
Other,1108349
Other,1108349
"Automobile, Station Wagon",1108349
Other,1108349
"Automobile, Station Wagon",1108349
Other,1104621
"Automobile, Station Wagon",1104621
Other,1104621
"Automobile, Station Wagon",1104621
"Automobile, Station Wagon",1109010
Other,1109010
"Automobile, Station Wagon",1109010
"Automobile, Station Wagon",1110059
Other,1110059
Other,1111516
Taxi,1111516
Other,1111516
Other,1111516
Other,1105521
"Automobile, Station Wagon",1089527
Other,1105521
"Automobile, Station Wagon",1105521
Other,1110609
"Automobile, Station Wagon",1110609
"Automobile, Station Wagon",1110609
Other,1110609
"Automobile, Station Wagon",1098055
Other,1098055
"Automobile, Station Wagon",1124647
"Automobile, Station Wagon",1111784
Other,1089527
"Automobile, Station Wagon",1098588
Other,1124647
"Automobile, Station Wagon",1090380
Other,1098588
"Automobile, Station Wagon",1106184
Other,1118884
Other,1090380
"Automobile, Station Wagon",1095081
Other,1095081
"Automobile, Station Wagon",1093334
Other,1093334
"Automobile, Station Wagon",1095072
Other,1095072
"Automobile, Station Wagon",1090371
"Automobile, Station Wagon",1090381
"Automobile, Station Wagon",1090381
Other,1090810
"Automobile, Station Wagon",1090810
"Automobile, Station Wagon",1090810
"Automobile, Station Wagon",1090810
Other,1095383
Municipal Transit Bus (TTC),1095383
Other,1095383
Other,1099302
Municipal Transit Bus (TTC),1099302
Other,1099302
"Automobile, Station Wagon",1091289
Other,1091289
Other,1095466
"Automobile, Station Wagon",1095466
Other,1095466
"Automobile, Station Wagon",1095466
"Automobile, Station Wagon",1095752
Other,1095752
"Automobile, Station Wagon",1096124
Other,1096124
Other,1092352
"Automobile, Station Wagon",1092352
Other,1092352
Other,1097606
Other,1097606
"Automobile, Station Wagon",1097606
"Automobile, Station Wagon",1092623
Other,1092623
Other,1092885
Other,1092885
Other,1092885
Other,1092885
Other,1092885
"Automobile, Station Wagon",1092885
Other,1092886
Other,1092886
Other,1092886
Other,1092886
Other,1092886
"Automobile, Station Wagon",1092886
Other,1092886
Other,1093205
Other,1093205
Other,1093205
Other,1093205
"Automobile, Station Wagon",1093205
Other,1093205
Other,1093205
"Automobile, Station Wagon",1093205
"Automobile, Station Wagon",1093205
Other,1093205
"Automobile, Station Wagon",1093205
Other,1093141
"Automobile, Station Wagon",1093141
"Automobile, Station Wagon",1096493
Other,1096493
"Automobile, Station Wagon",1093202
Other,1093202
Other,1093202
Other,1093202
Municipal Transit Bus (TTC),1093202
Other,1105663
"Automobile, Station Wagon",1105663
Other,1105663
"Automobile, Station Wagon",1105663
Other,1093203
Other,1093203
"Automobile, Station Wagon",1093203
"Automobile, Station Wagon",1097106
Bicycle,1097106
"Automobile, Station Wagon",1097142
Other,1097142
Other,1093819
Truck - Open,1093819
Other,1093819
Other,1094026
Other,1094026
Bicycle,1106184
"Automobile, Station Wagon",1118884
Other,1112152
"Automobile, Station Wagon",1112152
"Automobile, Station Wagon",1112152
Other,1112152
"Automobile, Station Wagon",1112152
"Automobile, Station Wagon",1106499
Other,1113026
"Automobile, Station Wagon",1113026
Other,1113026
Other,1106697
Other,1106697
Other,1106697
"Automobile, Station Wagon",1098588
"Automobile, Station Wagon",1106697
"Automobile, Station Wagon",1112065
"Automobile, Station Wagon",1112065
"Automobile, Station Wagon",1112065
"Automobile, Station Wagon",1108321
Other,1108321
Other,1107035
"Automobile, Station Wagon",1107035
"Automobile, Station Wagon",1112907
Other,1112907
"Automobile, Station Wagon",1154355
Bicycle,1154355
Other,1113047
"Automobile, Station Wagon",1107544
"Automobile, Station Wagon",1107544
Other,1107544
Other,1107544
Other,1107544
"Automobile, Station Wagon",1107544
Other,1107544
Other,1107544
Other,1107544
"Automobile, Station Wagon",1107752
"Automobile, Station Wagon",1107752
"Automobile, Station Wagon",1107752
Other,1108100
"Automobile, Station Wagon",1108100
Other,1108100
Other,1108100
Other,1108100
"Automobile, Station Wagon",1108100
Motorcycle,1113420
Other,1113420
"Automobile, Station Wagon",1113420
"Automobile, Station Wagon",1107892
"Automobile, Station Wagon",1107892
"Automobile, Station Wagon",1107892
Other,1108205
"Automobile, Station Wagon",1108205
Other,1108205
"Automobile, Station Wagon",1108205
Other,1108205
"Automobile, Station Wagon",1113455
Motorcycle,1113455
Motorcycle,1108193
"Automobile, Station Wagon",1108193
Other,1113423
"Automobile, Station Wagon",1113423
Other,1113423
"Automobile, Station Wagon",1113770
Bicycle,1113770
Motorcycle,1113980
Other,1109235
Other,1109235
"Automobile, Station Wagon",1109235
Other,1108724
"Automobile, Station Wagon",1108724
"Automobile, Station Wagon",1108724
Other,1108724
"Automobile, Station Wagon",1110888
Bicycle,1110888
Other,1109028
Other,1109028
"Automobile, Station Wagon",1109028
Other,1109028
"Automobile, Station Wagon",1109028
Motorcycle,1114683
"Automobile, Station Wagon",1114683
"Automobile, Station Wagon",1109154
"Automobile, Station Wagon",1109154
Other,1109154
"Automobile, Station Wagon",1109154
Motorcycle,1114984
"Automobile, Station Wagon",1118884
"Automobile, Station Wagon",1118939
"Automobile, Station Wagon",1118939
Other,1118994
Bicycle,1118994
Other,1119005
"Automobile, Station Wagon",1119005
"Automobile, Station Wagon",1126624
Bicycle,1126624
Moped,1124210
Other,1125153
"Automobile, Station Wagon",1125153
Other,1125153
Motorcycle,1124992
"Automobile, Station Wagon",1124992
Other,1125870
"Automobile, Station Wagon",1125870
"Automobile, Station Wagon",1125870
"Automobile, Station Wagon",1095732
"Automobile, Station Wagon",1125917
Other,1125917
"Automobile, Station Wagon",1126056
"Automobile, Station Wagon",1126056
Other,1120870
"Automobile, Station Wagon",1120870
Other,1120870
Motorcycle,1126613
"Automobile, Station Wagon",1126613
"Automobile, Station Wagon",1127178
"Automobile, Station Wagon",1127178
"Automobile, Station Wagon",1121624
Other,1121624
Motorcycle,1127732
Other,1127732
"Automobile, Station Wagon",1127732
Other,1127797
"Automobile, Station Wagon",1127797
Other,1127797
"Automobile, Station Wagon",1121922
"Automobile, Station Wagon",1121922
"Automobile, Station Wagon",1122151
"Automobile, Station Wagon",1122151
Bicycle,1122151
Municipal Transit Bus (TTC),1122417
Bicycle,1122417
"Automobile, Station Wagon",1128125
Bicycle,1128125
Other,1128196
"Automobile, Station Wagon",1128196
Other,1128196
"Automobile, Station Wagon",128407
"Automobile, Station Wagon",128407
"Automobile, Station Wagon",128407
"Automobile, Station Wagon",128407
"Automobile, Station Wagon",128407
"Automobile, Station Wagon",1122153
"Automobile, Station Wagon",1122153
"Automobile, Station Wagon",1122431
Other,1122431
"Automobile, Station Wagon",1128059
Other,1128059
Truck - Open,1128166
Other,1128166
"Automobile, Station Wagon",1123169
Other,1123169
Motorcycle,1128346
"Automobile, Station Wagon",1128346
Other,1129305
Motorcycle,1129305
"Automobile, Station Wagon",1129305
Motorcycle,1129211
Other,1129211
"Automobile, Station Wagon",1129211
Other,1123704
Other,1123704
"Automobile, Station Wagon",1123704
"Automobile, Station Wagon",1128823
Bicycle,1128823
"Automobile, Station Wagon",1124219
Other,1124219
"Automobile, Station Wagon",1124219
Other,1124219
"Automobile, Station Wagon",1124221
Other,1124221
Motorcycle,1129523
"Automobile, Station Wagon",1129523
"Automobile, Station Wagon",1124595
Other,1124595
Other,1095732
Other,1095501
"Automobile, Station Wagon",1095501
Other,1095501
"Automobile, Station Wagon",1095631
Other,1095631
Other,1096330
Truck - Open,1096330
Other,1096330
Other,1100116
Motorcycle,1100116
"Automobile, Station Wagon",1096633
Other,1096633
"Automobile, Station Wagon",1103828
Bicycle,1103828
Other,1100162
Other,1100162
"Automobile, Station Wagon",1100162
Other,1100162
"Automobile, Station Wagon",1100162
Other,1100162
"Automobile, Station Wagon",1102013
"Automobile, Station Wagon",1102013
"Automobile, Station Wagon",1097979
"Automobile, Station Wagon",1097979
Other,1097433
"Automobile, Station Wagon",1097433
Other,1098793
"Automobile, Station Wagon",1098793
Other,1098793
Other,1097712
"Automobile, Station Wagon",1097712
Other,1101272
"Automobile, Station Wagon",1101272
Other,1101272
Other,1101272
"Automobile, Station Wagon",1101272
Other,1101272
Municipal Transit Bus (TTC),1101272
"Automobile, Station Wagon",1100690
"Automobile, Station Wagon",1100690
"Automobile, Station Wagon",1100819
"Automobile, Station Wagon",1100819
Other,1100819
"Automobile, Station Wagon",1105683
"Automobile, Station Wagon",1105683
Other,1102106
"Automobile, Station Wagon",1102106
Other,1098480
"Automobile, Station Wagon",1098480
Other,1098480
Other,1101573
"Automobile, Station Wagon",1101573
Other,1101573
"Automobile, Station Wagon",1101573
"Automobile, Station Wagon",1098792
Other,1098792
Other,1101048
Other,1101048
"Automobile, Station Wagon",1101048
Other,1101048
"Automobile, Station Wagon",1102178
Other,1102178
"Automobile, Station Wagon",1098951
Other,1098951
"Automobile, Station Wagon",1103726
"Automobile, Station Wagon",1099856
Other,1099856
Other,1114016
Motorcycle,1114016
Other,1114016
Truck - Open,1114016
Other,1114016
Other,1099908
"Automobile, Station Wagon",1099908
"Automobile, Station Wagon",1099908
Other,1099908
Other,1099908
Other,1099908
Other,1099908
Other,1099908
"Automobile, Station Wagon",1099908
"Automobile, Station Wagon",1100023
"Automobile, Station Wagon",1100023
Other,1147486
"Automobile, Station Wagon",1147555
Other,1152191
"Automobile, Station Wagon",1152191
Other,1152191
"Automobile, Station Wagon",1152152
Other,1152152
Other,1152152
"Automobile, Station Wagon",1152152
Other,1147870
"Automobile, Station Wagon",1147870
Bicycle,1172452
Other,1158874
Other,1147870
"Automobile, Station Wagon",1154258
"Automobile, Station Wagon",1154258
Other,1148390
Municipal Transit Bus (TTC),1148390
Other,1148390
Other,1148377
"Automobile, Station Wagon",1148377
Other,1148377
"Automobile, Station Wagon",1156323
"Automobile, Station Wagon",1148424
Other,1148593
"Automobile, Station Wagon",1148593
Other,1148593
Other,1148773
Other,1148773
"Automobile, Station Wagon",1148773
Other,1148773
Other,1149291
Other,1149291
Truck - Open,1149291
"Automobile, Station Wagon",1155324
Other,1155324
"Automobile, Station Wagon",1155683
Other,1155683
Other,1149557
Municipal Transit Bus (TTC),1149557
Other,1149557
Other,1155651
"Automobile, Station Wagon",1155651
Other,1155651
Other,1149558
Municipal Transit Bus (TTC),1149558
"Automobile, Station Wagon",1149558
"Automobile, Station Wagon",1149559
Other,1149559
Other,1155645
"Automobile, Station Wagon",1155645
Other,1155645
"Automobile, Station Wagon",1155645
Other,1155645
"Automobile, Station Wagon",1155645
Other,1155645
"Automobile, Station Wagon",1155645
"Automobile, Station Wagon",1149753
Other,1149753
"Automobile, Station Wagon",1153216
Other,1153216
"Automobile, Station Wagon",1155951
"Automobile, Station Wagon",1156513
Other,1156513
"Automobile, Station Wagon",1150609
"Automobile, Station Wagon",1150609
"Automobile, Station Wagon",1150610
"Automobile, Station Wagon",1150610
"Automobile, Station Wagon",1150809
Other,1150809
"Automobile, Station Wagon",1156841
Other,1156841
"Automobile, Station Wagon",1184757
Other,1184757
Other,1157556
Other,1157556
Other,1153821
"Automobile, Station Wagon",1153821
Other,1157271
Bicycle,1157271
Other,1157528
Other,1157528
"Automobile, Station Wagon",1157528
Other,1157528
"Automobile, Station Wagon",1157957
Other,1157957
Other,1155029
Other,1155029
"Automobile, Station Wagon",1133583
"Automobile, Station Wagon",1155029
Other,1155029
Other,1158263
"Automobile, Station Wagon",1158263
Other,1158263
Other,1152788
"Automobile, Station Wagon",1152788
Other,1152788
Other,1152926
Taxi,1152926
Motorcycle,1152926
Bicycle,1124595
Other,1143325
Other,1153073
"Automobile, Station Wagon",1153073
Other,1153073
Other,1153073
Other,1153073
"Automobile, Station Wagon",1178852
"Automobile, Station Wagon",1137620
Truck - Open,1143325
Motorcycle,1168069
"Automobile, Station Wagon",1158874
Other,1153073
"Automobile, Station Wagon",1124865
Other,1179667
Other,1137620
"Automobile, Station Wagon",1143325
Other,1133583
"Automobile, Station Wagon",1168069
"Automobile, Station Wagon",1171688
Other,1171688
"Automobile, Station Wagon",1171688
"Automobile, Station Wagon",1165924
"Automobile, Station Wagon",1174097
Other,1174097
"Automobile, Station Wagon",1169909
"Automobile, Station Wagon",1170095
Other,1170095
"Automobile, Station Wagon",1170095
Other,1148424
"Automobile, Station Wagon",1167187
Other,1167187
Other,1167187
"Automobile, Station Wagon",1167187
Other,1167187
Other,1172619
"Automobile, Station Wagon",1172619
Bicycle,1172619
"Automobile, Station Wagon",1168399
Other,1168399
Other,1168213
"Automobile, Station Wagon",1168213
Other,1168213
"Automobile, Station Wagon",1168213
"Automobile, Station Wagon",1172629
Bicycle,1172629
Other,1168396
"Automobile, Station Wagon",1168396
Other,1168396
"Automobile, Station Wagon",1173217
"Automobile, Station Wagon",1173217
"Automobile, Station Wagon",1171795
Other,1171795
"Automobile, Station Wagon",1168520
Other,1168520
"Automobile, Station Wagon",1174308
"Automobile, Station Wagon",1174308
"Automobile, Station Wagon",1174308
"Automobile, Station Wagon",1174308
"Automobile, Station Wagon",1178114
Other,1178114
Municipal Transit Bus (TTC),1178114
Bicycle,1178114
Other,1174310
"Automobile, Station Wagon",1174310
Other,1174310
Other,1174310
"Automobile, Station Wagon",1175820
"Automobile, Station Wagon",1175820
Other,1175820
"Automobile, Station Wagon",1175820
Other,1175820
"Automobile, Station Wagon",1174844
"Automobile, Station Wagon",1174844
Moped,1176088
Other,1176088
"Automobile, Station Wagon",1176088
Motorcycle,1169356
Other,1169356
Other,1176062
Municipal Transit Bus (TTC),1176062
Other,1176062
Other,1176586
"Automobile, Station Wagon",1176586
Other,1176586
Other,1176855
Other,1176855
"Automobile, Station Wagon",1176855
Motorcycle,1169790
"Automobile, Station Wagon",1169790
Other,1177202
Other,1177202
"Automobile, Station Wagon",1177202
Other,1177202
Other,1177202
Other,1177202
Other,1177202
Other,1177202
"Automobile, Station Wagon",1177202
"Automobile, Station Wagon",1177187
Other,1177187
Other,1170181
Bicycle,1170181
Other,1178296
"Automobile, Station Wagon",1178296
Other,1178296
Municipal Transit Bus (TTC),1178296
Other,1179238
"Automobile, Station Wagon",1179238
Other,1178593
"Automobile, Station Wagon",1178593
Other,1178593
"Automobile, Station Wagon",1178593
Other,1178593
"Automobile, Station Wagon",1178593
Other,1178852
"Automobile, Station Wagon",1178852
Other,1138973
Other,1133598
Other,1179667
Other,1158874
"Automobile, Station Wagon",1179667
Other,1124865
Other,1133583
"Automobile, Station Wagon",1138973
Other,1133598
Other,1153073
"Automobile, Station Wagon",1158874
Other,1143343
Taxi,1133583
Other,1125395
Other,1179667
Other,1148504
Other,1133598
Other,1143343
"Automobile, Station Wagon",1158874
Other,1143343
Other,1133598
Truck - Open,1125395
"Automobile, Station Wagon",1153073
"Automobile, Station Wagon",1148504
